docid,label
2535443526,000001000
2487195007,000001000
2573583192,000001000
2213029015,000001000
2218957610,000001000
2391598517,000001000
2259270276,000001000
2557607059,000001000
2496620329,000001000
2578345486,000001000
2487453039,000001000
2247808824,000001000
2452564785,000001000
2322930376,000001000
2324483304,000001000
2213034341,000001000
2270872679,000001000
2509712169,000001000
2401648642,000001000
2475156512,000001000
2246284079,000001000
2261899261,000001000
2229591894,000001000
2351976972,000001000
2414907841,000001000
2387093053,000001000
2592285124,000001000
2156571570,000001000
2182518814,000001000
2173073482,000001000
2357480465,000001000
2301320337,000001000
2173119689,000001000
2266012560,000001000
2470407492,000001000
2383923420,000001000
2425713473,000001000
2516945419,000001000
2447987790,000001000
2161714740,000001000
2367625857,000001000
2295664977,000001000
2503148489,000001000
2546575722,000001000
2417761380,000001000
2242259347,000001000
2559311509,000001000
2351955748,000001000
2449647737,000001000
2401691223,000001000
2349038886,000001000
2526317376,000001000
2466529967,000001000
2360391522,000001000
2336723164,000001000
2378004373,000001000
2292658768,000001000
2307984518,000001000
2382211388,000001000
2291149026,000001000
2350422812,000001000
2559289785,000001000
2204953052,000001000
2423045715,000001000
2234364605,000001000
2362749361,000001000
2592032855,000001000
2238816136,000001000
2496640445,000001000
2184204739,000001000
2209579271,000001000
2161769514,000001000
2336664964,000001000
2487430781,000001000
2185879343,000001000
2340968317,000001000
2596917373,000001000
2328043147,000001000
2413340506,000001000
2376672821,000001000
2213029055,000001000
2154502236,000001000
2187428142,000001000
2195316378,000001000
2177978562,000001000
2329247337,000001000
2484193772,000001000
2265892347,000001000
2496669309,000001000
2354576663,000001000
2266011770,000001000
2263371354,000001000
2517108886,000001000
2484192994,000001000
2281059171,000001000
2378007933,000001000
2317912627,000001000
2493535031,000001000
2319456977,000001000
2576467661,000001000
2347553899,000001000
2432124743,000001000
2588383710,000001000
2347553845,000001000
2174688853,000001000
2511642943,000001000
2232812981,000001000
2247824612,000001000
2300025310,000001000
2305692875,000001000
2178051127,000001000
2573607233,000001000
2176468363,000001000
2316513777,000001000
2436345796,000001000
2589901764,000001000
2329201073,000001000
2319505377,000001000
2269662544,000001000
2511662188,000001000
2310856340,000001000
2286046377,000001000
2367618096,000001000
2513311310,000001000
2302671580,000001000
2530862846,000001000
2564256656,000001000
2180829910,000001000
2564211421,000001000
2475177394,000001000
2501437552,000001000
2532354420,000001000
2460783049,000001000
2283779318,000001000
2564281820,000001000
2554819978,000001000
2322930846,000001000
2588366168,000001000
2345274514,000001000
2509671995,000001000
2557621898,000001000
2273857399,000001000
2532308595,000001000
2199838449,000001000
2196865631,000001000
2292576738,000001000
2554775425,000001000
2377961985,000001000
2523128910,000001000
2592336604,000001000
2452391586,000001000
2447966537,000001000
2338964263,000001000
2395937479,000001000
2329253791,000001000
2358776288,000001000
2223746956,000001000
2255063347,000001000
2472130683,000001000
2401668329,000001000
2529087026,000001000
2506685399,000001000
2308216571,000001000
2573603312,000001000
2501429063,000001000
2292576580,000001000
2309598221,000001000
2358780007,000001000
2312225662,000001000
2484493084,000001000
2193560015,000001000
2220605403,000001000
2201666680,000001000
2592038109,000001000
2538190358,000001000
2557623135,000001000
2535352866,000001000
2242303662,000001000
2163340532,000001000
2454920512,000001000
2251022828,000001000
2252226601,000001000
2509696321,000001000
2540970276,000001000
2253582814,000001000
2357776285,000001000
2463555609,000001000
2231359517,000001000
2542657597,000001000
2336708093,000001000
2358752482,000001000
2538209122,000001000
2242102185,000001000
2187514256,000001000
2257726632,000001000
2526243138,000001000
2255205132,000001000
2155442828,000001000
2380625434,000001000
2309443808,000001000
2176468502,000001000
2211339744,000001000
2332750521,000001000
2487335310,000001000
2159229898,000001000
2237501288,000001000
2237162722,000001000
2191823928,000001000
2182463852,000001000
2521499007,000001000
2506665098,000001000
2554892793,000001000
2278840928,000001000
2433571798,000001000
2322157294,000001000
2156566317,000001000
2554844296,000001000
2394584270,000001000
2201669556,000001000
2475177426,000001000
2209605532,000001000
2278677764,000001000
2588366627,000001000
2454920429,000001000
2484492040,000001000
2566986252,000001000
2592008389,000001000
2470401222,000001000
2225424089,000001000
2535400638,000001000
2257678922,000001000
2407497541,000001000
2358794585,000001000
2564253925,000001000
2218983786,000001000
2354534151,000001000
2199842425,000001000
2487402278,000001000
2195253509,000001000
2317890439,000001000
2517086920,000001000
2590094153,000001000
2309443919,000001000
2196843112,000001000
2282779472,000001000
2403406597,000001000
2377984318,000001000
2357816777,000001000
2339069217,000001000
2496590544,000001000
2566966644,000001000
2257700354,000001000
2542639654,000001000
2546671561,000001000
2336728336,000001000
